timestamp,user,ip_address,event_type,resource
2025-07-06T07:27:18.130801,user_4,47.172.78.228,login_success,wp-content
2025-07-07T18:23:27.693557,user_9,203.75.32.207,login_success,tag/app/wp-content
2025-07-04T07:11:21.453382,user_5,58.217.105.169,login_failure,tags
2025-07-05T13:23:49.326303,user_18,42.55.219.177,login_success,tag/search/wp-content
2025-07-08T04:07:09.391192,user_14,70.48.153.229,login_success,list/tags
2025-07-08T19:49:39.242164,user_3,211.254.147.111,login_success,app/search
2025-07-06T03:34:18.180145,user_17,178.57.203.186,login_failure,list
2025-06-30T03:18:17.165244,user_18,173.119.48.93,login_success,categories
2025-06-30T21:19:54.789631,user_18,193.83.71.101,login_success,category/blog
2025-07-07T05:55:00.126242,user_15,200.175.62.248,login_failure,blog/main/category
2025-07-11T13:29:23.262425,user_1,202.112.113.102,login_failure,search/posts/app
2025-07-09T01:06:37.161833,user_6,132.60.111.32,login_failure,posts
2025-07-09T20:45:13.443909,user_11,159.243.103.172,login_success,list/tags
2025-06-28T20:41:42.581213,user_7,80.208.194.47,config_change,tags/list/category
2025-06-30T00:13:00.703868,user_11,37.209.117.182,login_success,main
2025-06-29T00:17:03.349875,user_13,29.130.85.157,login_success,app/category/explore
2025-07-04T15:44:33.191248,user_12,192.193.120.53,login_failure,blog/blog/categories
2025-06-30T17:19:06.446178,user_2,217.100.90.97,login_failure,main/app
2025-07-07T13:12:52.311458,user_18,213.183.132.38,login_success,list/list/search
2025-07-06T07:16:59.545346,user_13,219.247.26.45,login_success,blog
2025-07-11T00:31:16.672959,user_10,197.75.239.144,file_access,app/explore
2025-07-09T21:36:04.553659,user_20,143.106.112.170,file_access,explore/main/tag
2025-06-27T18:10:40.423935,user_12,194.131.121.13,login_failure,tag/categories/search
2025-07-09T19:20:14.221246,user_3,174.205.250.139,login_success,search/explore/tags
2025-07-03T06:58:38.708753,user_8,215.238.215.195,login_failure,main
2025-07-01T18:58:19.888543,user_3,205.195.1.85,file_access,main
2025-07-07T08:05:02.866727,user_4,66.2.171.126,login_success,app/wp-content
2025-07-06T18:05:36.200672,user_15,62.64.61.254,login_failure,tags
2025-07-08T19:57:37.109106,user_12,91.150.87.180,login_success,tag/tag
2025-07-07T15:43:43.300900,user_12,200.100.199.167,login_success,categories
2025-07-07T15:25:05.810620,user_9,76.44.97.251,login_failure,tag/tag/search
2025-06-30T11:11:30.156455,user_3,113.145.8.190,login_failure,list
2025-07-11T17:00:11.079063,user_6,13.228.26.238,login_failure,categories
2025-07-04T00:05:31.898584,user_8,17.224.87.90,login_success,categories
2025-06-26T18:02:14.370343,user_13,157.30.219.110,login_success,tag/explore
2025-07-11T15:36:48.805583,user_18,201.242.89.253,login_success,search
2025-07-01T04:04:34.341841,user_11,35.230.186.146,file_access,search/app/tag
2025-07-10T12:14:26.721558,user_2,210.144.69.234,login_success,main
2025-07-05T15:28:26.497959,user_2,192.243.174.234,file_access,posts
2025-06-30T09:53:56.090734,user_13,210.159.155.170,login_success,tags/categories
2025-07-01T11:09:16.320386,user_7,148.27.150.166,privilege_escalation,category
2025-07-02T15:44:39.457442,user_19,201.212.50.173,file_access,explore/explore
2025-06-26T20:36:53.832122,user_11,198.25.153.133,login_success,blog
2025-06-29T21:59:48.988698,user_16,150.86.41.38,login_success,search
2025-07-02T06:17:28.107006,user_15,116.215.28.54,login_success,explore/posts/categories
2025-07-06T17:41:31.712012,user_5,211.80.148.163,login_success,category
2025-06-28T10:48:56.556863,user_18,41.242.219.202,login_failure,search/wp-content
2025-07-01T20:41:53.852980,user_19,201.14.81.203,login_success,tag/list/list
2025-06-28T02:29:19.814156,user_19,160.180.148.82,login_success,tag
2025-07-08T06:51:51.513033,user_8,198.169.93.111,config_change,tag/blog/categories
2025-06-28T09:32:09.549244,user_5,196.36.228.143,login_failure,categories/main
2025-06-28T15:08:30.392990,user_3,130.141.163.57,login_failure,wp-content/wp-content
2025-06-28T06:16:01.533687,user_4,197.160.33.100,login_success,blog/explore/wp-content
2025-06-29T03:45:43.290162,user_6,16.203.12.199,login_failure,explore
2025-07-10T14:04:36.534633,user_14,163.248.126.54,login_failure,main/blog
2025-07-02T10:58:35.072486,user_13,23.30.45.80,login_success,tags
2025-07-01T23:08:18.318082,user_15,76.92.61.13,login_failure,search/list
2025-07-11T05:20:29.278847,user_18,153.148.84.167,file_access,explore/categories/explore
2025-06-28T10:47:03.910399,user_1,144.253.102.161,login_failure,main
2025-07-05T16:01:37.346464,user_4,186.9.165.3,login_failure,tags/categories
2025-07-02T11:55:54.281615,user_18,209.107.157.77,login_failure,tag/categories/posts
2025-07-07T00:31:47.862401,user_11,203.89.56.114,login_success,tag/explore
2025-07-10T12:44:20.029659,user_14,211.252.238.58,login_success,list/categories/blog
2025-07-01T14:41:14.044695,user_1,212.18.189.222,config_change,categories
2025-07-06T16:38:09.546740,user_9,181.145.161.200,config_change,categories/category/list
2025-07-01T06:39:22.934252,user_6,117.39.238.207,login_failure,tag/blog
2025-07-04T09:17:02.499949,user_4,210.182.165.33,file_access,categories/tags
2025-07-01T17:55:44.979011,user_10,46.96.131.63,file_access,wp-content
2025-06-27T02:03:16.302494,user_17,8.74.147.123,login_failure,category/tags
2025-06-29T15:15:29.066815,user_5,220.201.244.204,login_success,wp-content
2025-07-06T13:26:32.182401,user_6,4.218.74.112,login_failure,wp-content/posts
2025-07-07T03:47:22.662225,user_17,143.242.221.81,privilege_escalation,tags
2025-06-28T17:15:48.480802,user_20,186.39.78.10,login_success,tags/blog
2025-07-04T06:58:53.501612,user_1,213.23.210.81,login_success,list/tag/posts
2025-07-09T07:36:43.302643,user_12,167.192.232.205,file_access,wp-content/tag/blog
2025-06-30T05:40:44.677107,user_10,133.40.47.50,login_success,wp-content
2025-06-30T04:30:55.877728,user_8,214.216.179.181,file_access,categories
2025-07-02T19:59:49.783088,user_3,209.254.20.171,login_success,categories
2025-07-02T13:28:22.949216,user_16,199.10.0.23,file_access,category/app/category
2025-07-08T00:30:44.762077,user_18,183.14.167.41,login_failure,wp-content/tag
2025-06-27T03:42:37.166651,user_5,188.240.41.131,login_failure,main/tag/main
2025-07-06T01:16:26.021422,user_18,4.55.129.71,login_success,list
2025-07-03T03:33:43.149481,user_17,144.166.102.169,file_access,search/tag
2025-07-01T18:45:41.710304,user_14,154.250.235.12,config_change,list/tag
2025-07-07T22:54:36.442363,user_18,11.179.46.0,login_failure,list
2025-06-27T17:57:50.408107,user_7,208.254.50.159,login_failure,search
2025-07-09T07:23:01.584785,user_13,212.10.0.146,config_change,blog/categories
2025-06-29T23:43:43.045015,user_12,219.205.253.64,login_success,posts
2025-07-05T19:52:13.752083,user_17,202.83.217.28,login_success,main/app
2025-07-01T09:33:57.588736,user_8,197.128.80.119,login_success,explore/wp-content
2025-07-05T14:24:59.828180,user_11,217.166.144.184,login_success,tags/main/explore
2025-07-08T11:00:36.408884,user_18,187.219.183.119,login_success,blog
2025-07-06T10:22:37.057258,user_8,31.175.187.125,login_success,categories
2025-07-11T03:08:41.687110,user_2,197.214.197.233,login_success,main/wp-content/categories
2025-07-06T11:25:33.808566,user_2,195.239.25.248,file_access,tag/blog
2025-06-30T17:53:01.617312,user_3,18.197.241.68,login_failure,list/wp-content
2025-07-03T16:33:23.172718,user_9,201.88.120.91,login_failure,tags
2025-07-09T11:36:15.875861,user_7,125.107.87.60,login_failure,category/list
2025-07-07T05:41:15.140430,user_19,182.29.34.94,login_failure,search
2025-07-07T12:29:17.764679,user_8,183.176.187.209,login_failure,tag/blog/tag
2025-06-26T23:28:08.264116,user_14,143.146.79.208,login_success,tags/category
2025-07-05T00:30:41.949693,user_4,149.43.175.70,login_failure,blog/search
2025-06-30T11:46:00.164356,user_12,52.49.240.1,login_success,explore
2025-07-04T18:10:20.699137,user_15,214.236.159.123,file_access,tag/blog/explore
2025-07-04T14:07:50.382365,user_2,173.99.99.97,login_failure,wp-content/wp-content
2025-06-26T22:21:17.283964,user_4,209.116.221.87,login_success,blog
2025-07-01T02:25:50.091340,user_11,63.106.142.124,file_access,app
2025-07-05T07:55:28.228636,user_4,149.206.32.71,login_success,app
2025-06-30T12:09:12.994079,user_7,132.46.150.56,login_failure,tag/categories
2025-07-07T00:23:01.519660,user_5,83.114.10.135,login_success,search
2025-06-28T11:54:14.224626,user_9,183.56.212.57,login_success,category/list/search
2025-07-05T13:07:49.579782,user_3,131.218.208.52,login_success,explore/main/posts
2025-07-06T02:26:48.479407,user_18,181.6.156.152,login_success,wp-content
2025-07-04T23:58:42.950269,user_18,92.213.13.122,file_access,tags/search/wp-content
2025-07-07T07:45:55.755523,user_3,192.0.146.56,privilege_escalation,wp-content/search/posts
2025-07-05T13:35:08.307610,user_8,115.152.209.202,login_success,main/search/main
2025-06-27T14:43:51.899210,user_16,185.60.76.71,login_success,main/blog
2025-07-07T05:09:55.855729,user_13,159.154.87.67,privilege_escalation,app/app
2025-07-03T04:47:30.148752,user_6,176.211.226.158,login_success,search
2025-07-11T03:32:57.788442,user_13,204.42.124.151,login_success,posts/categories/posts
2025-06-29T08:19:48.183408,user_15,201.28.213.19,login_success,posts
2025-07-03T06:10:47.943252,user_18,175.225.74.103,login_failure,category/search
2025-06-28T06:55:02.450419,user_16,99.246.184.118,login_success,tags/category
2025-07-08T03:02:28.704587,user_10,122.132.33.146,login_success,search/explore
2025-07-02T18:45:51.873873,user_2,193.0.150.223,login_failure,list/tag/app
2025-07-04T11:53:58.452629,user_18,195.196.166.98,login_success,search
2025-06-30T17:24:05.884802,user_11,3.192.161.129,login_success,tag/app/tags
2025-07-08T17:00:51.598324,user_19,208.112.5.110,login_success,category/wp-content/list
2025-06-28T10:06:26.608804,user_17,41.218.169.179,login_success,explore/search
2025-07-07T07:12:34.472384,user_17,167.142.54.84,login_success,tags
2025-07-04T23:43:00.539637,user_6,136.188.141.124,login_success,category
2025-07-08T07:25:27.971949,user_3,145.25.91.90,login_failure,category
2025-07-07T14:38:23.073467,user_8,207.234.200.142,login_success,tags
2025-07-04T19:09:01.428704,user_19,152.36.53.165,login_success,explore/list
2025-07-11T10:20:24.922207,user_20,46.242.175.225,login_success,app/blog
2025-07-07T07:08:36.333808,user_3,137.188.23.243,login_success,explore/main
2025-07-11T04:47:19.252869,user_19,167.11.126.134,login_failure,blog
2025-07-10T09:01:13.414295,user_11,58.61.22.243,privilege_escalation,explore/app/posts
2025-06-30T16:40:10.522288,user_7,202.41.31.22,login_failure,list/list
2025-07-02T10:03:53.179189,user_11,191.157.68.8,login_success,app/app/tags
2025-07-10T12:47:45.112019,user_13,59.198.48.66,login_success,list
2025-07-07T06:39:43.514810,user_10,116.202.156.240,login_success,app
2025-07-01T14:02:10.568149,user_3,109.255.89.94,login_success,main/categories
2025-07-05T04:59:43.768243,user_20,69.13.209.66,config_change,list/tags/wp-content
2025-07-10T09:52:47.404767,user_4,80.65.42.45,login_success,search/app
2025-07-08T18:55:45.467760,user_7,181.14.34.230,login_failure,tags
2025-07-10T21:32:46.382875,user_5,221.147.240.87,privilege_escalation,search/list/wp-content
2025-07-02T11:45:03.450662,user_3,152.104.69.202,file_access,category/search/blog
2025-06-27T01:09:34.718826,user_12,208.66.86.170,login_success,list/posts/explore
2025-07-10T09:05:00.572019,user_15,217.40.128.163,file_access,posts
2025-07-08T17:57:24.816979,user_10,48.10.68.251,login_failure,posts/posts/blog
2025-06-28T18:30:06.893088,user_17,4.80.188.200,login_success,posts/app
2025-07-02T04:36:41.158005,user_18,82.227.22.247,login_success,blog/wp-content
2025-06-28T16:50:20.097880,user_4,197.118.163.91,privilege_escalation,categories/search/main
2025-07-10T10:19:08.443786,user_5,175.46.57.143,login_success,list/posts/tag
2025-06-27T20:22:08.971735,user_4,28.183.152.78,login_failure,category/posts/app
2025-07-04T18:25:38.711517,user_5,144.199.64.167,login_success,category/tags/category
2025-07-06T20:12:09.175766,user_20,148.254.14.10,login_success,wp-content/app/posts
2025-07-10T08:38:27.379403,user_11,179.187.207.45,login_success,app
2025-07-10T21:54:55.946615,user_9,172.78.221.9,login_failure,search
2025-07-10T00:40:29.063853,user_9,117.239.169.197,privilege_escalation,explore/blog/categories
2025-07-05T12:42:14.087831,user_2,221.70.187.235,login_success,main/tag/category
2025-07-10T23:48:32.896894,user_14,45.231.191.27,file_access,tag/wp-content
2025-07-02T03:49:42.106230,user_2,219.122.65.147,login_success,categories
2025-06-30T20:34:43.347357,user_5,15.163.66.220,login_failure,list
2025-06-29T21:37:10.136789,user_9,204.43.189.117,login_success,tag
2025-06-30T08:56:46.290725,user_15,22.145.11.72,login_failure,blog
2025-06-29T19:50:16.951969,user_14,23.116.185.165,login_failure,posts/posts
2025-07-05T15:48:53.199186,user_4,162.80.164.87,login_success,blog
2025-06-30T11:29:48.838960,user_5,65.166.97.204,login_failure,app
2025-07-02T02:13:42.993865,user_12,33.2.142.171,login_failure,category
2025-06-27T12:07:30.127148,user_5,211.163.3.221,login_success,app/tag/category
2025-07-05T14:58:52.159157,user_2,177.99.63.17,login_success,posts/list/categories
2025-07-03T14:09:24.108639,user_2,94.167.163.187,file_access,tag/main
2025-07-07T09:43:33.104107,user_7,133.43.171.215,login_failure,tags/app
2025-06-30T20:16:01.735427,user_4,206.153.250.211,login_success,explore/categories
2025-07-03T12:35:56.181178,user_18,211.169.71.176,file_access,tags/posts/blog
2025-06-29T22:40:10.893960,user_14,171.167.190.190,config_change,posts/category
2025-07-07T15:55:18.809894,user_5,144.80.29.75,privilege_escalation,explore/blog
2025-07-03T19:59:52.179724,user_8,18.251.189.176,file_access,main/blog
2025-07-08T21:29:53.993720,user_6,218.140.117.184,file_access,main/category/tags
2025-07-07T23:21:49.388326,user_1,217.52.66.149,login_success,search/main/categories
2025-06-29T00:57:51.307912,user_11,134.237.12.204,login_failure,list/category
2025-07-08T03:47:57.898990,user_14,221.187.73.241,file_access,explore/posts/tags
2025-07-06T08:37:59.116323,user_8,49.29.221.16,login_success,wp-content
2025-06-30T19:38:19.423772,user_4,168.179.185.87,login_success,wp-content
2025-07-09T18:24:43.067671,user_2,200.71.65.102,file_access,explore
2025-07-06T05:12:11.928401,user_8,77.196.188.180,login_success,tag/category
2025-07-02T06:28:49.807850,user_15,210.183.247.210,login_success,wp-content
2025-06-29T01:55:44.226651,user_8,210.156.80.220,login_success,tag/tag
2025-07-05T19:48:31.505644,user_7,135.72.201.57,login_success,tag/search
2025-07-06T21:30:59.186169,user_9,185.222.146.88,file_access,search
2025-07-02T15:33:22.361330,user_9,214.138.162.94,login_success,explore/posts
2025-07-08T04:21:33.520907,user_17,128.126.165.147,login_success,blog/wp-content
2025-07-02T10:08:09.849647,user_18,219.85.86.101,login_success,categories
2025-07-09T15:29:47.613181,user_1,119.91.39.69,login_success,tag
2025-07-05T08:32:04.872315,user_9,221.93.191.184,login_success,main/app
2025-07-01T14:10:40.560561,user_9,219.148.76.25,login_success,categories
2025-07-09T09:16:32.730320,user_20,118.104.62.16,login_success,app/list/blog
